"config_id","hamming","state","adj_sets","HEE_EC","EC_ED","EC_P","EC_MH","PH_MH","SA_MH","SI_MH","EC_PH"
288,5,"cyclic","","latent","latent","reversed","reversed","original","reversed","original","original"
289,3,"cyclic","","original","original","latent","reversed","original","reversed","original","original"
290,4,"cyclic","","reversed","original","latent","reversed","original","reversed","original","original"
291,4,"cyclic","","latent","original","latent","reversed","original","reversed","original","original"
292,4,"cyclic","","original","reversed","latent","reversed","original","reversed","original","original"
293,5,"cyclic","","reversed","reversed","latent","reversed","original","reversed","original","original"
294,5,"cyclic","","latent","reversed","latent","reversed","original","reversed","original","original"
295,4,"cyclic","","original","latent","latent","reversed","original","reversed","original","original"
296,5,"cyclic","","reversed","latent","latent","reversed","original","reversed","original","original"
297,5,"cyclic","","latent","latent","latent","reversed","original","reversed","original","original"
298,2,"cyclic","","original","original","original","latent","original","reversed","original","original"
299,3,"cyclic","","reversed","original","original","latent","original","reversed","original","original"
300,3,"cyclic","","latent","original","original","latent","original","reversed","original","original"
301,3,"cyclic","","original","reversed","original","latent","original","reversed","original","original"
302,4,"cyclic","","reversed","reversed","original","latent","original","reversed","original","original"
303,4,"cyclic","","latent","reversed","original","latent","original","reversed","original","original"
304,3,"cyclic","","original","latent","original","latent","original","reversed","original","original"
305,4,"cyclic","","reversed","latent","original","latent","original","reversed","original","original"
306,4,"cyclic","","latent","latent","original","latent","original","reversed","original","original"
307,3,"cyclic","","original","original","reversed","latent","original","reversed","original","original"
308,4,"cyclic","","reversed","original","reversed","latent","original","reversed","original","original"
309,4,"cyclic","","latent","original","reversed","latent","original","reversed","original","original"
310,4,"cyclic","","original","reversed","reversed","latent","original","reversed","original","original"
311,5,"cyclic","","reversed","reversed","reversed","latent","original","reversed","original","original"
312,5,"cyclic","","latent","reversed","reversed","latent","original","reversed","original","original"
313,4,"cyclic","","original","latent","reversed","latent","original","reversed","original","original"
314,5,"cyclic","","reversed","latent","reversed","latent","original","reversed","original","original"
315,5,"cyclic","","latent","latent","reversed","latent","original","reversed","original","original"
316,3,"cyclic","","original","original","latent","latent","original","reversed","original","original"
317,4,"cyclic","","reversed","original","latent","latent","original","reversed","original","original"
318,4,"cyclic","","latent","original","latent","latent","original","reversed","original","original"
319,4,"cyclic","","original","reversed","latent","latent","original","reversed","original","original"
320,5,"cyclic","","reversed","reversed","latent","latent","original","reversed","original","original"
321,5,"cyclic","","latent","reversed","latent","latent","original","reversed","original","original"
322,4,"cyclic","","original","latent","latent","latent","original","reversed","original","original"
323,5,"cyclic","","reversed","latent","latent","latent","original","reversed","original","original"
324,5,"cyclic","","latent","latent","latent","latent","original","reversed","original","original"
325,2,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,EC,H,T,U}","original","original","original","original","reversed","reversed","original","original"
326,3,"cyclic","","reversed","original","original","original","reversed","reversed","original","original"
327,3,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","original","original","reversed","reversed","original","original"
328,3,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,EC,H,T,U}","original","reversed","original","original","reversed","reversed","original","original"
329,4,"cyclic","","reversed","reversed","original","original","reversed","reversed","original","original"
330,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH}","latent","reversed","original","original","reversed","reversed","original","original"
331,3,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,EC,H,T,U}","original","latent","original","original","reversed","reversed","original","original"
332,4,"cyclic","","reversed","latent","original","original","reversed","reversed","original","original"
333,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","original","original","reversed","reversed","original","original"
334,3,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","original","reversed","original","reversed","reversed","original","original"
335,4,"cyclic","","reversed","original","reversed","original","reversed","reversed","original","original"
336,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","reversed","original","reversed","reversed","original","original"
337,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","reversed","reversed","original","reversed","reversed","original","original"
338,5,"cyclic","","reversed","reversed","reversed","original","reversed","reversed","original","original"
339,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH}","latent","reversed","reversed","original","reversed","reversed","original","original"
340,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","latent","reversed","original","reversed","reversed","original","original"
341,5,"cyclic","","reversed","latent","reversed","original","reversed","reversed","original","original"
342,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","reversed","original","reversed","reversed","original","original"
343,3,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","original","latent","original","reversed","reversed","original","original"
344,4,"cyclic","","reversed","original","latent","original","reversed","reversed","original","original"
345,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","original","latent","original","reversed","reversed","original","original"
346,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","reversed","latent","original","reversed","reversed","original","original"
347,5,"cyclic","","reversed","reversed","latent","original","reversed","reversed","original","original"
348,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,H,T,U,U_AH}","latent","reversed","latent","original","reversed","reversed","original","original"
349,4,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH} | {C,EC,H,P,T,U}","original","latent","latent","original","reversed","reversed","original","original"
350,5,"cyclic","","reversed","latent","latent","original","reversed","reversed","original","original"
351,5,"ok","{C,D,DC,EC,ED,H,N,NS,SC,SI,T} | {C,D,EC,ED,H,N,NS,SC,T,U} | {C,D,EC,ED,H,T,U,U_AH}","latent","latent","latent","original","reversed","reversed","original","original"
352,3,"cyclic","","original","original","original","reversed","reversed","reversed","original","original"
353,4,"cyclic","","reversed","original","original","reversed","reversed","reversed","original","original"
354,4,"cyclic","","latent","original","original","reversed","reversed","reversed","original","original"
355,4,"cyclic","","original","reversed","original","reversed","reversed","reversed","original","original"
356,5,"cyclic","","reversed","reversed","original","reversed","reversed","reversed","original","original"
357,5,"cyclic","","latent","reversed","original","reversed","reversed","reversed","original","original"
358,4,"cyclic","","original","latent","original","reversed","reversed","reversed","original","original"
359,5,"cyclic","","reversed","latent","original","reversed","reversed","reversed","original","original"
360,5,"cyclic","","latent","latent","original","reversed","reversed","reversed","original","original"
361,4,"cyclic","","original","original","reversed","reversed","reversed","reversed","original","original"
362,5,"cyclic","","reversed","original","reversed","reversed","reversed","reversed","original","original"
363,5,"cyclic","","latent","original","reversed","reversed","reversed","reversed","original","original"
364,5,"cyclic","","original","reversed","reversed","reversed","reversed","reversed","original","original"
365,6,"cyclic","","reversed","reversed","reversed","reversed","reversed","reversed","original","original"
366,6,"cyclic","","latent","reversed","reversed","reversed","reversed","reversed","original","original"
367,5,"cyclic","","original","latent","reversed","reversed","reversed","reversed","original","original"
368,6,"cyclic","","reversed","latent","reversed","reversed","reversed","reversed","original","original"
369,6,"cyclic","","latent","latent","reversed","reversed","reversed","reversed","original","original"
370,4,"cyclic","","original","original","latent","reversed","reversed","reversed","original","original"
371,5,"cyclic","","reversed","original","latent","reversed","reversed","reversed","original","original"
372,5,"cyclic","","latent","original","latent","reversed","reversed","reversed","original","original"
373,5,"cyclic","","original","reversed","latent","reversed","reversed","reversed","original","original"
374,6,"cyclic","","reversed","reversed","latent","reversed","reversed","reversed","original","original"
375,6,"cyclic","","latent","reversed","latent","reversed","reversed","reversed","original","original"
376,5,"cyclic","","original","latent","latent","reversed","reversed","reversed","original","original"
377,6,"cyclic","","reversed","latent","latent","reversed","reversed","reversed","original","original"
378,6,"cyclic","","latent","latent","latent","reversed","reversed","reversed","original","original"
379,3,"ok","{C,EC,H,T,U}","original","original","original","latent","reversed","reversed","original","original"
380,4,"cyclic","","reversed","original","original","latent","reversed","reversed","original","original"
381,4,"non-identifiable","","latent","original","original","latent","reversed","reversed","original","original"
382,4,"ok","{C,EC,H,T,U}","original","reversed","original","latent","reversed","reversed","original","original"
